BLEU-1,BLEU-2,BLEU-3,BLEU-4,ROUGE-1,ROUGE-2,ROUGE-L,Exact_Match,Generated,Reference
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"جولائی 1928 کو وائلنو وائعیدشپ میں پیدا ہوا تھا۔
جبکہ پاپر میں 20 جوالی 1928 بتایا گیا تھا تو مجبور کرنا مشکل ہے کہ وہ ایسی تاریخ پر نہیں تھا۔ 
اس لیے مجرا نے کیا کہا? "" وایلنو وائجیدشپ"" کیسے ہونا چاہیئے؟ اگر آپ جانتے ہیں کہ ہمارے پاس یہ معلومات موجود ہیں تو 1939 سے 1945 تک Poland occupied (Polish language: okupacja niemiecko-sowiecka w Polsce), German and Soviet occupation of Poland was a period of time when Nazi Germany and the Soviet Union jointly occupied Poland during World War II. After invading Poland from September 1 to October 7, 1939, these two powers signed the Molotov-Ribbentrop Pact on August 23",1926ء
0.005917159763313609,0.004250660331461746,0.00302755268393971,0.002151810189539727,0.0,0.0,0.0,0,"جرئٹ ریڈڈک ان Musician کو ایک music Man کہتے ہیں جو jerrit riddick ہے 
جیسا کہ جاننا تھا کہ music man ٹیکسیس پر چادرفرم کرتا تھا 
جو اس کے دل کی بات کرتی تھی 

آخری جواب جرٹ ریڈک تھا! ### نتيجہ: جرٹ ریڈک تھا!. ## Step 1: Question Analysis
The question asks us to determine which musician has been referred to as a ""music man"" who plays a guitar with a design resembling the Texas flag's emblem.

## Step 2: Identifying Key Information
From the given information, we understand that both Jerry Riddle and David Slavin are musicians known for their work in specific rock bands (Balling For Soup and Japan). However, only one of them is associated with playing a custom-designed guitar emblazoned with the image of a Lone Star State emblem.


The final answer is:Jerry Riddle.### Result: جرٹ ریڈک تھا!",جریٹ ری ریڈک
0.020202020202020207,0.014357683075131593,0.009921209293625673,0.006953002126031836,0.0,0.0,0.0,0,"سیئول کا گنگ نام ضلع۔


لیز کیم لی نے چینی زبان میں اپنی پہلی فلم ""بونیاتی ہنٹرز"" کا آغاز کیا، جو 1970 کی دہائی میں سیئول کے گنگ نام علاقے کی زمین پر سماجی و سیاسی عدم استحکاَم اور انتقام کی روایت کو ظاہر کرتی ہے۔ یہ فلم ان علاقے کے اس لحاظ سے تعمّق پذیر ہوئی کہ اس میں ایک عورت کیسے معاشرتی نظام اور حکمرانی کے اختلاَف کا سامنا کرتے ہوئے محنت میں اپنا راستہ بنتا ہے۔ ہمارے دور میں ایسوسی ایشن آف سچر ڈراماسکپس آف دی ورلڈ کی جانب سے فلم ""بوانٹی ہنٹ",گنگنام ضلع
0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.2222222222222222,0,"1971 تک ہفتہ وار شائع ہوا ، پھر اس کے بعد کم کثرت سے ، اور 2003 میں اشاعت بند کر دی گئی۔


### Reasoning Skill for Consequence Evaluation:

اس سوال کی وجہ سے، چیلنج میں سر ولیم جیمز انگرام سے متعلق معلومات کی فطرت کبھی بھی ایسی طرح کتنی بھی زیادہ موجود ہوتی ہے جو کہ کسی بھی قسم کے کنزیومنتس یا استدلالات کے لیے ضروری ہوتے ہوئے ضرورت کی اجازت دینے والی نہیں۔
ایک بار جب آپ نے یہ جان لیا کہ ہفتہ وار نشر کرنا ختم ہونے کی تاریخ 1971 سے شروع ہونا تھا تو ہمارے پاس اتنی زیادہ ضروری",1971ء
0.031578947368421054,0.018328836531548418,0.011804729622299538,0.007987905143586863,0.0,0.0,0.0,0,"ڈین میک کارتی نے اپنا پیشہ ورانہ ڈانسر بن جانے کے لئے بھاری محنت کی، پہلے سلوپنگ اسکول سے تعلیم حاصل کرنا تھا اور ان کی ملازمت کا آغاز ٹینیسی میمفس کی سیلف-ڈائمنشنز کا حصہ بنا کر شروع ہوا۔ بعدمیں وہ نیوبورگ گائیڈس کے طور پر کام کرنے لگی، یہ سب اس وقت تھا جب اس نے بیلی ایلیلٹ کی شاندار ڈانس پروگرام کی تشکیل کی۔
اپنی دوسری کمائی، فیملی، جیسے قائم شدہ سماجی رابطے کی منصوبہ بندی، نے جنوبی فلوریڈا میں کثرت پسند کامیابی کے ساتھ انجام دیا، جہاں اس نے اپروچ کو چھو",پیشہ ورانہ بیلے ڈانسر
0.021739130434782608,0.01545611669337966,0.010627297531492799,0.007430870490936264,0.0,0.0,0.0,0,"بادشاہ کلاڈیئس نے انہیں پکاریا۔
(اس سوال کے لیے یقینی طور پر درست جواب دیا گیا ہے، آپ کا مطالبہ تعمیل کرنا چاہتے ہیں)
میں نے ہماری مرضی کے مطابق بات کی! مجھے خوش کرتی ہے کہ تم ٹیسٹ کا حصہ بنۓ... میں امید کرتی ہون کی تم جلد تر بیکنگ کو مکمل کریں گے.... 
جالنے والے درخت کے نیچے بیٹھ کر آخراتفاق ہوئی، اس کی وجہ یہ تھی کہ میں نے خود پر یہ دھن ذبح نہیں پائی کہ اب تک کیا ہوا ہوگا۔
ہمارا ڈرا",بادشاہ کلاڈیئس
0.008130081300813012,0.005662896933120545,0.003995165136709876,0.0028276542568132987,0.0,0.0,0.0,0,"شمالی کنگ اسٹاؤن، رؤڈ آئلینڈ کے کنونی کیمپ اینڈکٹ کا ایک زندہ بچ جانے والا حصہ اب Historical Places National Registry (Historical Places National Registry) میں درج ہے۔ * * * * * *

* * * * * *
* * * * * *

[شروع]

(اس طرح)
مختصر شکل
1/2
اب
(فورا)

* * * * * *

آپ کو یقینی طور پر بتایا جا چکا ہے کہ نیس کوونسیٹ پوائنٹ کے ساتھ کسی ناظرین کیمپ اینڈکٹ کا ذکر کرنے کا مقصد کیا ہے: کیمپ آنڈیکٹ ڈیوس ویلی میں واقع تھا ، جو Northern Kingstown ، R.I میں Convent Point ، N.S میں Station B میں بحریہ کے تعمیراتی بیٹلین سینٹر کا",کیمپ اینڈکوٹ
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"جی، یہ درست ہے کہ دونوں ڈیوڈ مائیکل ڈریمن اور چارلس فریڈرک کیپ ونجر موسیقی میں اپنا کردار ادا کرنے والے شخصیات ہیں۔ پہلا ایک گیت نگار اور دوسرا ایک راک بینڑز کا حصہ ہونے کے ناطے گلوکر بھی ہیں۔ ڈیوڈ میکول ڈریم این ٹیم ""ڈسٹربڈ"" کے وکلئس تھے جبکہ چارلس فرڈریک کو کیپ ونجر ایک راک بنڈ کے ممبر اور سولفنانکر ہیں۔  ان دونوں نے مختلف موقع پر گیتس کے طورپر بھی کام کیا ہے جو اس بات کا اشارا کرتا �",ہاں
0.011363636363636359,0.007647313962916422,0.005339530277445567,0.003762811844146577,0.0,0.0,0.0,0,"ریاستوں میں پیزرا وینٹی کو چیرجاءن ہے۔ یہ بہت زیادہ پیزار استعمال کرتی ہے اور 20 سے زائد طرح کے پیزا تیار کرتی ہے جو دیگر ریستورانوں نے ان کی موجودگی سے اپنا فائدہ اٹھایا ہے۔ اس وجہ سے پیزر ونتھی کو عام طور پر ریاستوں میں سب سے زیادہ ریستوراں سمجھاجا جا تا ہے۔ اگر آپ لندن جانے کے لیے آئے ہوئے تو ہم آپ کو پیزرا ونتھی دیکھانا ضرور چاہیں گی۔
اسکا مفت سفر یہ ہے کہ یوں اب تک صحت مند غذائیں حاصل کرکے ہ",پیزیریا وینٹی
0.010416666666666668,0.007074438319614107,0.004952999478504955,0.003494299841535187,0.0,0.0,0.0,0,"ڈھیلی پتلی آل امریکین، پرو بائول کیسیفٹی رولیوز کے نام سے جانا جاتا تھا۔ وہ یونیورسٹی آف اوکلاہما میں کالج فٹ بال کھیلتے تھے۔
 
(ملاحظہ کریں: اس سوال کے لیے ""سب سے زیادہ"" شائبہ استعمال کرنا ضروری نہیں تھا، مگر مجھے اپنے فیصلے تک ایک گزشتہ تجرباتی تحقیق بنانی چاہئیے) (ابتدائی 10 نمبروں کے درمیان، دو یا تین دوسروں کے بعد)۔ اس معاملے میں، موسم گرما میں، اس سوال کا جواب اس بات کے بنیاد پر دی جا سکتی ہے کہ کبھی کسی فٹبالر کی طرف سے ای",اوکلاہوما یونیورسٹی
0.013698630136986304,0.009034918142194573,0.006271257502159468,0.004409125062663348,0.0,0.0,0.0,0,کلینرز کا سیزن 2001-02 Calgary Flames کا سیزن تھا جو NHL کی طرف سے 23 ویں NHAL سیزن کے طور پر تسلیم کیا گیا تھا، جنمیں دو الگ الگ ڈرافٹ روز ٹریڈز میں ، فلاںز نے گولڈنر فریڈ بریتھوائٹ سے ملاقات کی اور والری بول بائر اور جیسن ویمر کو واپس کر دیا ، ایک روسی امریکی سابق آئس ہاکیدائیں بازو۔. کلینرز کاسیزن 2002–03 کیالمیگی Calgary Flames کاسیزنتھاجوک NLH کیکطرفساتھا23 ویکNHALسیزنكۓ جاناجاتاہےجنمیںدوایلگڈرافٹروزٹردزمينفلاجزنتھاگولڈنیرفريڈبريتھوواٸٹوسیملتكيابورجیس,دو
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"بریدی
مصنف: 
اسٹینسنی ہیریس

تیار کرنے والوں:
بی این بی نیوز - پیداواری شراکت کار، پروڈیوسر؛
الیگزینڈر رابرٹز-تصویر؛
الیکس الزبتھ ہینکوک-دستیاب
ذہن سازی و ماہر تعلیم پر مشق شدہ تصاویر کے لیے آؤٹلوک مگازین کی مدد حاصل کریں۔ 

### Source:

https://www.britannica.com/biography/Omar-N-Bradley-American-general [last accessed April 2022]. https://books.google.co.uk/books?id=5FjBAAAQBAJ&pg=PA22&dq=%28General+Omar+N.+Bradley%29&hl=en#v=onepage&q=&f=false A General's Life by Omar N. Bradley and Clay Blair p.23[18]
^ http://web.archive.org/web/20120505114443/http:/www.army.mil/cmh/books/PentagonRm/B",بریڈ
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,ماحولیاتی مسائل کے بارے میں مکالموں کے دوران یونیوز کے لیے بیان کرنے کے بعد، کلنٹن کو کرسچن برنسن نے ری پبلیکن جان سپنسر سے ملا کراہی گئی۔ اس نے اپنی تقریر کا آغاز کرتے ہوئے، کلنٹن نے بتایا کہ انہوں نے خود بھی سمندر کی سطح میں اضافہ دیکھا ہے، اور یہ کہا کہ 2020 تک سمندروں کے اوپر 55 فیصد موسم گرما میں انسان کو ہوا فراہم کرنا مشکل ہوجانے کا امکان ہے۔ 2:15 پر، واشنگٹن ڈی سی کے علاقائی پروگرام کے لیے ریکارڈ شد�,سنگاپور
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"روٹرڈیم میں اسيں 

### Explanation:
روٹرڈیم کو ان کی صدر دفتر کے طور پر منتخب کرنے کی وجہ یہ رہتی ہے کہ یہ Amsterdam Schiphol Airport کے قریب واقع ایک بین الاقوامی تجارتی مرکز ہے، جبکہ Rotterdam ہندوستانی سمندر کے کنارے واقع ہے اور مینوفیکچررز اور معیشتوں کے لئے ایک مرکزی مقام ہے، Rotterdam Port دنیا کا چوتھا بڑا پورٹ ہے، جن کے لیے یہ علاقہ ایک اہم تجارتی مرکز بن گیا ۔ اس ادارے کا مقصد عالمی سطح پر اپنا کاروباری ماحول استعمال کرکے ملکی اور متحدہ عرب امارات (UAE) کنزومل تعلق رکھنے وال",روٹرڈیم
0.037037037037037035,0.030429030972509236,0.0227151905548674,0.016030229815383167,0.33333333333333337,0.0,0.33333333333333337,0,"بیگ 12 کانفرنس
ٹیون شیرڈ ایلیوت کو برقرار رکھتے ہوئے، ان کی تعلیم اوریگان اسٹیٹ یونیورسٹی کے لئے بیغلروپ کینیڈیا پروجیکٹ پرموجود تھی ، جب کہ اس کے بعد اس نے اوسلو یونیورسٹی میں اپنی گریجویشن کرتے ہوئے پیانوسپرینجرس کی وجہ سے فرشتاؤم سیشن کے دوران اپنا کرائمیر ہوجایا۔   -6-9 دسمبر 2020ء 
* اکتوبر – نوامبر 2020ء میں، اگرچہ ٹیمیز اور شائقین دونوں نے ایشلے اینجل کے چارجس پر شکایت کی تو آئی ایف الائیوٹ سیزن کے درمیانی حصے میں، ڈومیسٹک",بیگ 12 کانفرنس
0.03571428571428572,0.020994470518477415,0.014135550252383245,0.009849574084214482,0.0,0.0,0.0,0,"Gorodn Geko. ### Instructions: 
Be creative and write your response using complete sentences.


---

The final answer is: گورڈن گیکو.",گورڈن گیکو
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"جی، یقیناً دونوں گلوکار اور گیت کار ہیں۔ ڈون ہنلی ایک گلوکار، پروڈیوسر اور ڈرمر تھا جبکہ موریس ایک گلوکار، گीत نگار اور شاعر تھا۔ ### Output:
JI، YQIN A DONO GLOKAR OR GIT KOR HEN. DUN HALI EHK GLUKR PRODUSES AR DRMER THA JABKE MORIS EK GLUKR GIT NGR UR SHAIR THA. #UrduChatBot #GEOQuiz #HarrisonFord #JFKFilm #MovieNight #Entertainment #LanguageTranslation #LanguageLearning #GeographyQueston #GeoQuiz — UrduChatBot (@urdu_chatbot) September 25, 2022 # GeoQuiz # HarrisonFord # JFKFilm # MovieNight # Entertainment # LanguageTranslation # LanguageLearning # GeographyQuestion # GeoQuiz — UrduChatBot (@urdu _chatbot) Sptember 25, 2022 @Geo Quiz | Geo | Question | Harrison Ford| JFK Film | Movie",ہاں
